onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.507	6.216	1	PicY	Eng/belt.bmp	Eng/melt.bmp	2197	7	7	1
7.723	6.199	1	PicY	Eng/fall.bmp	Eng/ball.bmp	1748	7	7	1
13.922	6.2	3	PicN	Eng/point.bmp	Eng/bridge.bmp	4504	NA	8	NA
20.122	5.716	5	PercY	Eng/perc_whale_white.bmp	Eng/perc_whale_white.bmp	1391	7	7	1
25.838	5.216	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1715	7	7	1
31.054	5.199	3	PicN	Eng/screw.bmp	Eng/globe.bmp	1915	8	8	1
36.253	5.216	1	PicY	Eng/whip.bmp	Eng/trip.bmp	1947	7	7	1
41.469	5.682	6	PercN	Eng/perc_box_brown.bmp	Eng/perc_cork_pink.bmp	1539	8	8	1
47.151	5.2	3	PicN	Eng/wing.bmp	Eng/roof.bmp	2409	8	8	1
52.351	5.716	3	PicN	Eng/climb.bmp	Eng/hay.bmp	1649	8	8	1
58.067	5.699	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1493	8	8	1
63.766	5.699	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1858	8	8	1
69.465	5.716	1	PicY	Eng/pet.bmp	Eng/net.bmp	1767	7	7	1
75.181	5.699	1	PicY	Eng/kick.bmp	Eng/lick.bmp	2107	7	7	1
80.88	5.2	5	PercY	Eng/perc_squeeze_pink.bmp	Eng/perc_squeeze_pink.bmp	1776	7	7	1
86.08	6.216	6	PercN	Eng/perc_bridge_white.bmp	Eng/perc_climb_brown.bmp	1928	8	8	1
92.296	5.199	3	PicN	Eng/whale.bmp	Eng/rake.bmp	2688	8	8	1
97.495	5.199	1	PicY	Eng/bear.bmp	Eng/pear.bmp	1569	7	7	1
102.694	6.2	5	PercY	Eng/perc_jar_brown.bmp	Eng/perc_jar_brown.bmp	1850	7	7	1
108.894	6.215	3	PicN	Eng/squeeze.bmp	Eng/bread.bmp	1722	8	8	1
115.109	6.2	6	PercN	Eng/perc_bat_brown.bmp	Eng/perc_trip_white.bmp	1643	8	8	1
121.309	6.199	3	PicN	Eng/vest.bmp	Eng/bat.bmp	2116	8	8	1
127.508	5.216	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1476	8	8	1
132.724	6.199	1	PicY	Eng/wrench.bmp	Eng/bench.bmp	3380	7	7	1
138.923	5.699	3	PicN	Eng/read.bmp	Eng/drive.bmp	2501	8	8	1
144.622	5.716	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	2185	7	7	1
150.338	5.699	5	PercY	Eng/perc_shark_brown.bmp	Eng/perc_shark_brown.bmp	1694	7	7	1
156.037	5.217	6	PercN	Eng/perc_bite_white.bmp	Eng/perc_bride_pink.bmp	1723	8	8	1
161.254	6.215	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1826	8	8	1
167.469	6.2	1	PicY	Eng/bark.bmp	Eng/shark.bmp	2379	7	7	1
173.669	5.182	1	PicY	Eng/box.bmp	Eng/fox.bmp	1948	7	7	1
178.851	6.216	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1805	7	7	1
185.067	5.199	6	PercN	Eng/perc_rake_pink.bmp	Eng/perc_shell_brown.bmp	1885	7	8	0
190.266	6.2	3	PicN	Eng/shell.bmp	Eng/heart.bmp	2558	8	8	1
196.466	5.216	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1871	8	8	1
201.682	5.699	1	PicY	Eng/match.bmp	Eng/catch.bmp	2975	8	7	0
207.381	5.699	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1739	7	7	1
213.08	5.716	6	PercN	Eng/perc_kick_pink.bmp	Eng/perc_bench_white.bmp	1768	8	8	1
218.796	5.199	1	PicY	Eng/slide.bmp	Eng/bride.bmp	2028	7	7	1
223.995	5.7	3	PicN	Eng/cork.bmp	Eng/hair.bmp	3221	7	8	0
229.695	5.216	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1401	7	7	1
234.911	5.699	3	PicN	Eng/jar.bmp	Eng/dress.bmp	1489	8	8	1
240.61	5.699	1	PicY	Eng/bite.bmp	Eng/kite.bmp	1958	7	7	1
246.309	5.216	5	PercY	Eng/perc_net_white.bmp	Eng/perc_net_white.bmp	1859	7	7	1
251.525	6.199	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1723	7	7	1
257.724	6.2	5	PercY	Eng/perc_catch_pink.bmp	Eng/perc_catch_pink.bmp	2012	7	7	1
263.924	6.216	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1925	8	8	1
270.14	4.732	3	PicN	Eng/serve.bmp	Eng/pipe.bmp	1917	8	8	1
