participant_id	run_name	cond1	acc1	rt1	cond2	acc2	rt2	cond3	acc3	rt3	cond4	acc4	rt4	task
sub-1276	sub-1276_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	2120.667	Loc	0.333	2173.333	Diff	0.417	1684	NA	NA	NA	LocalASL
sub-1276	sub-1276_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	0.333	2624	Loc	0	1488.833	Diff	0.75	1970.75	NA	NA	NA	LocalASL
sub-1277	sub-1277_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	1761.667	Loc	0.333	2158	Diff	0.833	2064.333	NA	NA	NA	LocalASL
sub-1277	sub-1277_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	0.667	1988.167	Loc	0.833	2245.833	Diff	1	2043.333	NA	NA	NA	LocalASL
sub-1278	sub-1278_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	2013.167	Loc	0.833	2901.333	Diff	0.917	2369.5	NA	NA	NA	LocalASL
sub-1278	sub-1278_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.833	2067.667	Loc	0.667	2210.5	Diff	0.917	2367.25	NA	NA	NA	LocalASL
sub-1283	sub-1283_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.5	1670.5	Loc	0.167	2399.833	Diff	0.917	1720	NA	NA	NA	LocalASL
sub-1283	sub-1283_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.667	1706.167	Loc	0.333	1673.167	Diff	1	1734.417	NA	NA	NA	LocalASL
sub-1284	sub-1284_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.667	1783.333	Loc	0.667	1725.167	Diff	0.917	1538.75	NA	NA	NA	LocalASL
sub-1284	sub-1284_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.5	1881.333	Loc	0.833	1645	Diff	1	1927.917	NA	NA	NA	LocalASL
sub-1285	sub-1285_ses-1_task-LocalASL_acq-D2S0501_run-1_events.tsv	HS	0.5	1734	Loc	0.667	1830.5	Diff	0.917	1754.75	NA	NA	NA	LocalASL
sub-1285	sub-1285_ses-1_task-LocalASL_acq-D2S0801_run-2_events.tsv	HS	0.833	1643.5	Loc	0.667	1555.833	Diff	1	2316.333	NA	NA	NA	LocalASL
sub-1287	sub-1287_ses-1_task-LocalASL_acq-D2S0901_run-1_events.tsv	HS	0.667	2226.833	Loc	0.5	1825.167	Diff	0.917	1836	NA	NA	NA	LocalASL
sub-1287	sub-1287_ses-1_task-LocalASL_acq-D2S1001_run-2_events.tsv	HS	0.667	1508	Loc	0.667	1615.667	Diff	1	1616.667	NA	NA	NA	LocalASL
sub-1288	sub-1288_ses-1_task-LocalASL_acq-D2S1001_run-1_events.tsv	HS	1	1904.167	Loc	0.667	2091.333	Diff	0.583	1956.833	NA	NA	NA	LocalASL
sub-1288	sub-1288_ses-1_task-LocalASL_acq-D2S1101_run-2_events.tsv	HS	1	1931	Loc	1	1829	Diff	1	2003.917	NA	NA	NA	LocalASL
sub-1289	sub-1289_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	2457.833	Loc	0.833	2473.167	Diff	0.917	1896.417	NA	NA	NA	LocalASL
sub-1289	sub-1289_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	0.667	2195	Loc	0.5	2544.5	Diff	1	1957.167	NA	NA	NA	LocalASL
sub-1290	sub-1290_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	2516.333	Loc	0.2	2829.5	Diff	0.833	2405.417	NA	NA	NA	LocalASL
sub-1291	sub-1291_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	2582	Loc	0.4	3581.833	Diff	0.7	2762.917	NA	NA	NA	LocalASL
sub-1291	sub-1291_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.667	2310.667	Loc	0.8	2784.333	Diff	0.917	2326.917	NA	NA	NA	LocalASL
sub-1002	sub-1002_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.9	1442.833	PicN	0.833	1808.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1002	sub-1002_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.667	1454.583	PicN	1	1830.167	NA	NA	NA	NA	NA	NA	LocalEng
sub-1076	sub-1076_ses-1_task-LocalEng_acq-D3S0701_run-1_events.tsv	PicY	0.917	1483.25	PicN	0.917	1875.583	NA	NA	NA	NA	NA	NA	LocalEng
sub-1076	sub-1076_ses-1_task-LocalEng_acq-D3S0801_run-2_events.tsv	PicY	0.583	1607.5	PicN	1	1529	NA	NA	NA	NA	NA	NA	LocalEng
sub-1077	sub-1077_ses-1_task-LocalEng_acq-D2S0401_run-1_events.tsv	PicY	0.917	1693.083	PicN	1	2440.583	NA	NA	NA	NA	NA	NA	LocalEng
sub-1077	sub-1077_ses-1_task-LocalEng_acq-D2S0701_run-2_events.tsv	PicY	0.667	2039.333	PicN	1	2073.833	NA	NA	NA	NA	NA	NA	LocalEng
sub-1078	sub-1078_ses-1_task-LocalEng_acq-D2S0401_run-1_events.tsv	PicY	0.917	1703.5	PicN	0.917	1838.5	NA	NA	NA	NA	NA	NA	LocalEng
sub-1078	sub-1078_ses-1_task-LocalEng_acq-D2S0701_run-2_events.tsv	PicY	0.583	1739.917	PicN	1	1747.667	NA	NA	NA	NA	NA	NA	LocalEng
sub-1079	sub-1079_ses-1_task-LocalEng_acq-D2S0401_run-1_events.tsv	PicY	0.455	1697.167	PicN	1	1972.583	NA	NA	NA	NA	NA	NA	LocalEng
sub-1079	sub-1079_ses-1_task-LocalEng_acq-D2S0701_run-2_events.tsv	PicY	0.583	1905	PicN	0.917	2453.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1080	sub-1080_ses-1_task-LocalEng_acq-D3S0201_run-1_events.tsv	PicY	0.667	1589.833	PicN	1	1702	NA	NA	NA	NA	NA	NA	LocalEng
sub-1080	sub-1080_ses-1_task-LocalEng_acq-D3S0301_run-2_events.tsv	PicY	0.75	1523.5	PicN	1	1650.833	NA	NA	NA	NA	NA	NA	LocalEng
sub-1081	sub-1081_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.636	2051.909	PicN	1	1988.583	NA	NA	NA	NA	NA	NA	LocalEng
sub-1081	sub-1081_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.75	1884.917	PicN	1	1709.583	NA	NA	NA	NA	NA	NA	LocalEng
sub-1082	sub-1082_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.545	2703.273	PicN	0.917	2156	NA	NA	NA	NA	NA	NA	LocalEng
sub-1082	sub-1082_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.583	2513.167	PicN	1	2571.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1083	sub-1083_ses-1_task-LocalEng_acq-D2S0401_run-1_events.tsv	PicY	0.909	1624.5	PicN	1	1857.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1083	sub-1083_ses-1_task-LocalEng_acq-D2S0701_run-2_events.tsv	PicY	0.833	1692.75	PicN	1	1704.333	NA	NA	NA	NA	NA	NA	LocalEng
sub-1084	sub-1084_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.909	1513.25	PicN	0.917	1878.083	NA	NA	NA	NA	NA	NA	LocalEng
sub-1084	sub-1084_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.833	1486.417	PicN	1	1731	NA	NA	NA	NA	NA	NA	LocalEng
sub-1086	sub-1086_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.917	1776	PicN	1	2691.364	NA	NA	NA	NA	NA	NA	LocalEng
sub-1086	sub-1086_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.75	2336.167	PicN	1	1970.083	NA	NA	NA	NA	NA	NA	LocalEng
sub-1089	sub-1089_ses-1_task-LocalEng_acq-D2S0501_run-1_events.tsv	PicY	0.833	1821.667	PicN	1	1875.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1089	sub-1089_ses-1_task-LocalEng_acq-D2S0801_run-2_events.tsv	PicY	0.75	1572.833	PicN	0.833	1958.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1090	sub-1090_ses-1_task-LocalEng_acq-D2S0401_run-1_events.tsv	PicY	0.833	1657.333	PicN	1	1694.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1090	sub-1090_ses-1_task-LocalEng_acq-D2S0701_run-2_events.tsv	PicY	0.583	1966.417	PicN	1	1921.833	NA	NA	NA	NA	NA	NA	LocalEng
sub-1091	sub-1091_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.625	2019.222	PicN	1	2367.125	NA	NA	NA	NA	NA	NA	LocalEng
sub-1091	sub-1091_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.778	2540.667	PicN	0.8	2288.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1101	sub-1101_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	1	1563.917	PicN	1	2023.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1101	sub-1101_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.917	1724.583	PicN	0.917	1950.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1102	sub-1102_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.75	2216.833	PicN	1	2566.25	NA	NA	NA	NA	NA	NA	LocalEng
sub-1102	sub-1102_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.583	2561.5	PicN	1	2487.583	NA	NA	NA	NA	NA	NA	LocalEng
sub-1103	sub-1103_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.833	1502.583	PicN	1	1539	NA	NA	NA	NA	NA	NA	LocalEng
sub-1103	sub-1103_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.833	1575.5	PicN	0.917	1627.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1105	sub-1105_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.667	2132	PicN	1	1995.667	NA	NA	NA	NA	NA	NA	LocalEng
sub-1105	sub-1105_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.5	1834.083	PicN	0.917	2115.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1107	sub-1107_ses-1_task-LocalEng_acq-D2S1201_run-1_events.tsv	PicY	0.75	2190.833	PicN	1	2722.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1107	sub-1107_ses-1_task-LocalEng_acq-D2S1301_run-2_events.tsv	PicY	0.667	2152.667	PicN	1	2431.583	NA	NA	NA	NA	NA	NA	LocalEng
sub-1110	sub-1110_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.833	2000.167	PicN	1	2149.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1110	sub-1110_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.818	1912.083	PicN	1	2109.25	NA	NA	NA	NA	NA	NA	LocalEng
sub-1111	sub-1111_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.75	1915.583	PicN	1	1941.833	NA	NA	NA	NA	NA	NA	LocalEng
sub-1111	sub-1111_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.75	2106.5	PicN	1	2258.25	NA	NA	NA	NA	NA	NA	LocalEng
sub-1116	sub-1116_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.917	2065.333	PicN	0.667	2413.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1116	sub-1116_ses-1_task-LocalEng_acq-D2S1001_run-2_events.tsv	PicY	0.833	2262.583	PicN	1	2414.167	NA	NA	NA	NA	NA	NA	LocalEng
sub-1117	sub-1117_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.6	2316	PicN	1	2426.667	NA	NA	NA	NA	NA	NA	LocalEng
sub-1117	sub-1117_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.833	1736	PicN	1	2354.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1119	sub-1119_ses-1_task-LocalEng_acq-D2S1101_run-1_events.tsv	PicY	0.833	1733.167	PicN	1	2318.727	NA	NA	NA	NA	NA	NA	LocalEng
sub-1119	sub-1119_ses-1_task-LocalEng_acq-D2S1201_run-2_events.tsv	PicY	0.75	1778.167	PicN	0.917	2044	NA	NA	NA	NA	NA	NA	LocalEng
sub-1122	sub-1122_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.75	1960.25	PicN	1	2150.6	NA	NA	NA	NA	NA	NA	LocalEng
sub-1122	sub-1122_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.667	2272.167	PicN	1	2399.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1122	sub-1122_ses-1_task-LocalEng_acq-D3S0601_run-1_events.tsv	PicY	1	2257.667	PicN	0.909	2205.727	NA	NA	NA	NA	NA	NA	LocalEng
sub-1122	sub-1122_ses-1_task-LocalEng_acq-D3S0701_run-2_events.tsv	PicY	0.833	2201.167	PicN	0.833	2538.167	NA	NA	NA	NA	NA	NA	LocalEng
sub-1129	sub-1129_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.667	2296.667	PicN	0.667	2346.9	NA	NA	NA	NA	NA	NA	LocalEng
sub-1129	sub-1129_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.6	2558.833	PicN	0.636	2355.364	NA	NA	NA	NA	NA	NA	LocalEng
sub-1130	sub-1130_ses-1_task-LocalEng_acq-D2S0901_run-1_events.tsv	PicY	0.833	1513.917	PicN	1	1768.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1130	sub-1130_ses-1_task-LocalEng_acq-D2S1001_run-2_events.tsv	PicY	0.727	1692.667	PicN	0.75	1633.083	NA	NA	NA	NA	NA	NA	LocalEng
sub-1131	sub-1131_ses-1_task-LocalEng_acq-D2S1201_run-1_events.tsv	PicY	0.909	1963	PicN	1	2569.818	NA	NA	NA	NA	NA	NA	LocalEng
sub-1131	sub-1131_ses-1_task-LocalEng_acq-D2S1301_run-2_events.tsv	PicY	0.583	2627.333	PicN	1	2381.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1148	sub-1148_ses-1_task-LocalEng_acq-D2S0901_run-1_events.tsv	PicY	0.818	2212.182	PicN	0.917	2254.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1156	sub-1156_ses-1_task-LocalEng_acq-D2S0901_run-1_events.tsv	PicY	0.667	1687.25	PicN	1	2098.333	NA	NA	NA	NA	NA	NA	LocalEng
sub-1156	sub-1156_ses-1_task-LocalEng_acq-D2S1001_run-2_events.tsv	PicY	0.833	1748.167	PicN	0.917	1986.25	NA	NA	NA	NA	NA	NA	LocalEng
sub-1160	sub-1160_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.667	1530.833	PicN	1	1787.667	NA	NA	NA	NA	NA	NA	LocalEng
sub-1160	sub-1160_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	1	1680.667	PicN	1	1875.333	NA	NA	NA	NA	NA	NA	LocalEng
sub-1161	sub-1161_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	1	1778.583	PicN	0.917	2515.083	NA	NA	NA	NA	NA	NA	LocalEng
sub-1161	sub-1161_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.667	2276.833	PicN	1	2383.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1169	sub-1169_ses-1_task-LocalEng_acq-D2S0901_run-1_events.tsv	PicY	0.917	2489	PicN	1	2619.273	NA	NA	NA	NA	NA	NA	LocalEng
sub-1169	sub-1169_ses-1_task-LocalEng_acq-D2S1001_run-2_events.tsv	PicY	0.75	2448.5	PicN	1	2744.5	NA	NA	NA	NA	NA	NA	LocalEng
sub-1178	sub-1178_ses-1_task-LocalEng_acq-D2S0901_run-1_events.tsv	PicY	0.917	2045.917	PicN	1	2435.909	NA	NA	NA	NA	NA	NA	LocalEng
sub-1178	sub-1178_ses-1_task-LocalEng_acq-D2S1001_run-2_events.tsv	PicY	0.833	2721.417	PicN	0.909	2876.5	NA	NA	NA	NA	NA	NA	LocalEng
sub-1180	sub-1180_ses-1_task-LocalEng_acq-D2S0901_run-1_events.tsv	PicY	0.833	1960	PicN	1	1838.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1180	sub-1180_ses-1_task-LocalEng_acq-D2S1001_run-2_events.tsv	PicY	0.75	1635.75	PicN	0.917	1906.5	NA	NA	NA	NA	NA	NA	LocalEng
sub-1181	sub-1181_ses-1_task-LocalEng_acq-D2S1101_run-1_events.tsv	PicY	0.727	1742.583	PicN	0.917	2068	NA	NA	NA	NA	NA	NA	LocalEng
sub-1184	sub-1184_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.727	2525.636	PicN	0.9	2824.8	NA	NA	NA	NA	NA	NA	LocalEng
sub-1185	sub-1185_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.917	1817.917	PicN	1	2182.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1185	sub-1185_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.75	1839.083	PicN	1	2053.167	NA	NA	NA	NA	NA	NA	LocalEng
sub-1187	sub-1187_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.917	1519.333	PicN	1	1578.5	NA	NA	NA	NA	NA	NA	LocalEng
sub-1187	sub-1187_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.667	1459.5	PicN	1	1409.083	NA	NA	NA	NA	NA	NA	LocalEng
sub-1190	sub-1190_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.833	2150.417	PicN	1	2694.667	NA	NA	NA	NA	NA	NA	LocalEng
sub-1190	sub-1190_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.727	2428.75	PicN	0.917	2986.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1191	sub-1191_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.818	1694.5	PicN	1	1821.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1191	sub-1191_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.583	1728.833	PicN	0.917	1794.25	NA	NA	NA	NA	NA	NA	LocalEng
sub-1192	sub-1192_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.5	2732.833	PicN	0.9	2716.9	NA	NA	NA	NA	NA	NA	LocalEng
sub-1192	sub-1192_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.667	2528.167	PicN	1	2779.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1193	sub-1193_ses-1_task-LocalEng_acq-D2S0901_run-1_events.tsv	PicY	0.75	2210.417	PicN	1	2463.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1193	sub-1193_ses-1_task-LocalEng_acq-D2S1001_run-2_events.tsv	PicY	0.75	1929	PicN	1	2040.333	NA	NA	NA	NA	NA	NA	LocalEng
sub-1194	sub-1194_ses-1_task-LocalEng_acq-D2S0901_run-1_events.tsv	PicY	0.818	1496.917	PicN	1	1732.167	NA	NA	NA	NA	NA	NA	LocalEng
sub-1194	sub-1194_ses-1_task-LocalEng_acq-D2S1001_run-2_events.tsv	PicY	0.833	1786.5	PicN	0.833	2173.667	NA	NA	NA	NA	NA	NA	LocalEng
sub-1195	sub-1195_ses-1_task-LocalEng_acq-D2S1101_run-1_events.tsv	PicY	1	1754.667	PicN	1	2124.583	NA	NA	NA	NA	NA	NA	LocalEng
sub-1195	sub-1195_ses-1_task-LocalEng_acq-D2S1201_run-2_events.tsv	PicY	0.833	1680	PicN	0.917	1947.5	NA	NA	NA	NA	NA	NA	LocalEng
sub-1196	sub-1196_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.8	2406.2	PicN	0.909	2248.818	NA	NA	NA	NA	NA	NA	LocalEng
sub-1197	sub-1197_ses-1_task-LocalEng_acq-D3S0601_run-1_events.tsv	PicY	0.364	1929.636	PicN	1	2050.182	NA	NA	NA	NA	NA	NA	LocalEng
sub-1197	sub-1197_ses-1_task-LocalEng_acq-D3S0701_run-2_events.tsv	PicY	0.182	1756.333	PicN	1	2055	NA	NA	NA	NA	NA	NA	LocalEng
sub-1198	sub-1198_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.75	2681.417	PicN	0.917	2857.333	NA	NA	NA	NA	NA	NA	LocalEng
sub-1198	sub-1198_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.5	2342.417	PicN	0.833	2563.333	NA	NA	NA	NA	NA	NA	LocalEng
sub-1199	sub-1199_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.636	2256.364	PicN	1	2348.364	NA	NA	NA	NA	NA	NA	LocalEng
sub-1199	sub-1199_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.364	2094.083	PicN	1	2326.833	NA	NA	NA	NA	NA	NA	LocalEng
sub-1203	sub-1203_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.833	1574.083	PicN	1	1832.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1203	sub-1203_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.583	1890.167	PicN	1	2250.167	NA	NA	NA	NA	NA	NA	LocalEng
sub-1204	sub-1204_ses-1_task-LocalEng_acq-D2S0901_run-1_events.tsv	PicY	0.889	2766.333	PicN	1	3411.667	NA	NA	NA	NA	NA	NA	LocalEng
sub-1205	sub-1205_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	1	2038.25	PicN	0.75	2533.25	NA	NA	NA	NA	NA	NA	LocalEng
sub-1205	sub-1205_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.917	1717.583	PicN	0.917	2058.083	NA	NA	NA	NA	NA	NA	LocalEng
sub-1206	sub-1206_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.917	1784	PicN	1	1988.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1206	sub-1206_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.75	1697	PicN	1	1771.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1208	sub-1208_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.917	1463.333	PicN	0.833	2040.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1208	sub-1208_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.917	1669.333	PicN	0.917	1838.167	NA	NA	NA	NA	NA	NA	LocalEng
sub-1209	sub-1209_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.917	1564.917	PicN	1	1905.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1209	sub-1209_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.667	1681.667	PicN	0.917	1739.083	NA	NA	NA	NA	NA	NA	LocalEng
sub-1210	sub-1210_ses-1_task-LocalEng_acq-D1S1101_run-1_events.tsv	PicY	0.75	1393.083	PicN	1	1377.25	NA	NA	NA	NA	NA	NA	LocalEng
sub-1210	sub-1210_ses-1_task-LocalEng_acq-D1S1201_run-2_events.tsv	PicY	0.75	1329.25	PicN	0.917	1372.667	NA	NA	NA	NA	NA	NA	LocalEng
sub-1211	sub-1211_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.833	2130	PicN	1	2246.083	NA	NA	NA	NA	NA	NA	LocalEng
sub-1211	sub-1211_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.667	1927	PicN	1	1898.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1213	sub-1213_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.917	2166.917	PicN	0.909	2390.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1213	sub-1213_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.833	2319.833	PicN	1	2275.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1220	sub-1220_ses-1_task-LocalEng_acq-D2S1101_run-1_events.tsv	PicY	0.7	2477.417	PicN	1	2092.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1220	sub-1220_ses-1_task-LocalEng_acq-D2S1201_run-2_events.tsv	PicY	0.5	1560.083	PicN	1	1919	NA	NA	NA	NA	NA	NA	LocalEng
sub-1223	sub-1223_ses-1_task-LocalEng_acq-D2S1101_run-1_events.tsv	PicY	0.917	2128.167	PicN	0.636	2552.25	NA	NA	NA	NA	NA	NA	LocalEng
sub-1223	sub-1223_ses-1_task-LocalEng_acq-D2S1201_run-2_events.tsv	PicY	0.75	2135	PicN	1	2157	NA	NA	NA	NA	NA	NA	LocalEng
sub-1225	sub-1225_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.667	1641.333	PicN	0.917	1756.917	NA	NA	NA	NA	NA	NA	LocalEng
sub-1225	sub-1225_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.75	1738.5	PicN	1	1746.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1231	sub-1231_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.125	2303	PicN	0.727	1690.833	NA	NA	NA	NA	NA	NA	LocalEng
sub-1231	sub-1231_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.333	1327.833	PicN	0.917	1379.417	NA	NA	NA	NA	NA	NA	LocalEng
sub-1231	sub-1231_ses-1_task-LocalEng_acq-D3S0401_run-1_events.tsv	PicY	0.364	2052.5	PicN	0.429	2908	NA	NA	NA	NA	NA	NA	LocalEng
sub-1240	sub-1240_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.917	1907.417	PicN	1	2219.5	NA	NA	NA	NA	NA	NA	LocalEng
sub-1240	sub-1240_ses-1_task-LocalEng_acq-D2S0901_run-2_events.tsv	PicY	0.833	1946.083	PicN	1	1799.75	NA	NA	NA	NA	NA	NA	LocalEng
sub-1246	sub-1246_ses-1_task-LocalEng_acq-D2S1001_run-1_events.tsv	PicY	0.75	1504.667	PicN	1	1716.167	NA	NA	NA	NA	NA	NA	LocalEng
sub-1246	sub-1246_ses-1_task-LocalEng_acq-D2S1101_run-2_events.tsv	PicY	0.833	1782.833	PicN	0.75	1975.667	NA	NA	NA	NA	NA	NA	LocalEng
sub-1247	sub-1247_ses-1_task-LocalEng_acq-D2S1101_run-1_events.tsv	PicY	0.917	2449.5	PicN	0.909	2511.833	NA	NA	NA	NA	NA	NA	LocalEng
sub-1247	sub-1247_ses-1_task-LocalEng_acq-D2S1201_run-2_events.tsv	PicY	0.583	2689.417	PicN	0.917	2555.583	NA	NA	NA	NA	NA	NA	LocalEng
sub-1248	sub-1248_ses-1_task-LocalEng_acq-D2S0801_run-1_events.tsv	PicY	0.75	1419.333	PicN	1	1542.75	NA	NA	NA	NA	NA	NA	LocalEng
