onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.512	5.599	3	Diff	TopF1.mpg	MadF1.mpg	3703	n/a	8	n/a
7.111	5.599	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	577	7	8	0
12.71	5.616	3	Diff	PadM1.mpg	TicM2.mpg	1562	7	8	0
18.326	6.099	2	Offset	BinF1.mpg	FinF1.mpg	2186	8	7	0
24.425	6.099	2	Offset	PenM2.mpg	TenM2.mpg	1463	7	7	1
30.524	6.616	3	Diff	MobM2.mpg	HisM2.mpg	1340	8	8	1
37.14	6.1	1	Onset	SacF1.mpg	SadF1.mpg	2004	7	7	1
43.24	6.599	5	PercY	TeethM1.mpg	TeethM1.mpg	2169	7	7	1
49.839	6.599	6	PercN	TeethM1.mpg	TongueM2.mpg	2049	7	8	0
56.438	6.599	6	PercN	TongueF1.mpg	TeethF1.mpg	1650	8	8	1
63.037	6.599	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	691	7	7	1
69.636	6.116	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	4084	7	7	1
75.752	5.599	3	Diff	KitM1.mpg	HopM2.mpg	1776	8	8	1
81.351	6.6	2	Offset	BatF2.mpg	CatF1.mpg	1209	7	7	1
87.951	6.099	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	4204	n/a	8	n/a
94.05	5.599	6	PercN	TeethF1.mpg	CheeksF1.mpg	3969	7	8	0
99.649	6.616	3	Diff	SonF1.mpg	RipF1.mpg	1495	8	8	1
106.265	5.599	6	PercN	TongueM2.mpg	CheeksM1.mpg	3207	7	8	0
111.864	6.099	3	Diff	HadM2.mpg	MopM2.mpg	4204	n/a	8	n/a
117.963	6.599	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	53	7	7	1
124.562	5.6	1	Onset	RugF2.mpg	RumF1.mpg	2302	8	7	0
130.162	6.116	3	Diff	JobF1.mpg	FatF1.mpg	1614	8	8	1
136.278	6.099	3	Diff	ZipF1.mpg	BunF1.mpg	1131	7	8	0
142.377	5.599	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1079	7	7	1
147.976	6.599	2	Offset	DigM2.mpg	FigM2.mpg	2312	7	7	1
154.575	6.599	5	PercY	TongueF1.mpg	TongueF1.mpg	4704	n/a	7	n/a
161.174	5.633	5	PercY	TeethF1.mpg	TeethF1.mpg	3703	n/a	7	n/a
166.807	6.599	3	Diff	VanF1.mpg	DubF1.mpg	4704	n/a	8	n/a
173.406	6.583	3	Diff	HugM2.mpg	ZipM2.mpg	4410	7	8	0
179.989	6.099	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	979	8	8	1
186.088	5.599	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1320	8	7	0
191.687	6.616	1	Onset	PegF1.mpg	PetF1.mpg	4704	n/a	7	n/a
198.303	6.099	3	Diff	NunM2.mpg	PipM2.mpg	881	7	8	0
204.402	6.599	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	4704	n/a	8	n/a
211.001	5.6	5	PercY	TongueM2.mpg	TongueM2.mpg	2063	7	7	1
216.601	5.599	2	Offset	DipF2.mpg	HipF1.mpg	489	8	7	0
222.2	6.116	6	PercN	CheeksM1.mpg	TeethM1.mpg	864	7	8	0
228.316	5.599	1	Onset	RibM2.mpg	RidM2.mpg	2412	7	7	1
233.915	6.599	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1005	8	8	1
240.514	6.099	1	Onset	BudM2.mpg	BugM2.mpg	2158	7	7	1
246.613	5.6	3	Diff	BitF1.mpg	HugF1.mpg	1387	7	8	0
252.213	5.616	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	35	8	8	1
257.829	6.599	1	Onset	RubM2.mpg	RunM2.mpg	4704	n/a	7	n/a
264.428	6.099	5	PercY	CheeksM1.mpg	CheeksM1.mpg	3172	7	7	1
270.527	6.099	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1185	8	7	0
276.626	5.616	2	Offset	CabM2.mpg	TabM1.mpg	3703	n/a	7	n/a
282.242	6.099	5	PercY	CheeksF1.mpg	CheeksF1.mpg	4204	n/a	7	n/a
288.341	5.633	6	PercN	CheeksF1.mpg	TongueF1.mpg	n/a	n/a	8	n/a
