onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.513	5.299	3	UnrN	T3_system.bmp	T0_head.bmp	1467	8	8	1
6.812	5.799	2	LowY	T3_speak.bmp	T0_talk.bmp	2632	8	7	0
12.611	5.799	3	UnrN	T3_cobra.bmp	T1_slipper.bmp	4463	8	8	1
18.41	5.3	2	LowY	T3_distance.bmp	T2_mile.bmp	2314	8	7	0
23.71	5.299	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	2246	8	8	1
29.009	5.299	5	PercY	_F3_s4.bmp	_F2_s4.bmp	1163	7	7	1
34.308	5.3	3	UnrN	T3_chill.bmp	T0_hawk.bmp	2176	8	8	1
39.608	5.299	1	HighY	T3_thin.bmp	T0_fat.bmp	3612	7	7	1
44.907	5.299	1	HighY	T3_sketch.bmp	T0_draw.bmp	2169	8	7	0
50.206	5.3	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	2030	7	7	1
55.506	4.799	1	HighY	T3_dog.bmp	T2_cat.bmp	3146	8	7	0
60.305	4.799	2	LowY	T3_guide.bmp	T1_tour.bmp	2203	7	7	1
65.104	4.8	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	940	8	8	1
69.904	5.799	3	UnrN	T3_adult.bmp	T0_pond.bmp	4299	n/a	8	n/a
75.703	5.816	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1165	7	7	1
81.519	5.799	2	LowY	T3_reef.bmp	T0_coral.bmp	1677	8	7	0
87.318	5.783	5	PercY	_F3_e6.bmp	_F1_e6.bmp	574	7	7	1
93.101	5.799	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1823	8	8	1
98.9	4.8	1	HighY	T3_little.bmp	T1_big.bmp	2032	7	7	1
103.7	4.799	2	LowY	T3_motion.bmp	T1_movement.bmp	3447	8	7	0
108.499	4.799	3	UnrN	T3_hoof.bmp	T0_stitch.bmp	2625	7	8	0
113.298	5.8	2	LowY	T3_salad.bmp	T0_lettuce.bmp	3522	8	7	0
119.098	5.299	2	LowY	T3_lip.bmp	T1_kiss.bmp	1443	7	7	1
124.397	5.299	2	LowY	T3_shout.bmp	T1_yell.bmp	2231	8	7	0
129.696	5.3	1	HighY	T3_dime.bmp	T0_nickel.bmp	2860	8	7	0
134.996	5.299	5	PercY	_F3_o4.bmp	_F2_o4.bmp	1489	7	7	1
140.295	4.799	3	UnrN	T3_cream.bmp	T2_grip.bmp	1309	8	8	1
145.094	5.283	3	UnrN	T3_trust.bmp	T2_dozen.bmp	2110	8	8	1
150.377	4.799	3	UnrN	T3_sailing.bmp	T2_nest.bmp	2923	7	8	0
155.176	4.8	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1476	8	8	1
159.976	4.799	3	UnrN	T3_pigeon.bmp	T1_gamble.bmp	3714	8	8	1
164.775	4.799	2	LowY	T3_maple.bmp	T2_syrup.bmp	3181	7	7	1
169.574	5.8	2	LowY	T3_hop.bmp	T0_skip.bmp	4158	8	7	0
175.374	5.299	6	PercN	_F3_f6.bmp	_F1_d6.bmp	1318	8	8	1
180.673	4.799	6	PercN	_F3_d4.bmp	_F0_o4.bmp	3377	8	8	1
185.472	5.8	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	2148	8	8	1
191.272	5.799	3	UnrN	T3_blanket.bmp	T1_split.bmp	2044	7	8	0
197.071	4.799	1	HighY	T3_yours.bmp	T1_mine.bmp	869	8	7	0
