onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.488	6.607	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	4698		8	0
8.095	6.089	1	HS	home.mpg	deaf.mpg	2137	8	7	0
14.184	6.089	5	PercY	nose.mpg	nose.mpg	2039	7	7	1
20.273	6.607	3	Diff	hear.mpg	because.mpg	3629	7	8	0
26.88	5.589	2	Loc	nut.mpg	not.mpg	3335	7	7	1
32.469	5.589	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1018	7	7	1
38.058	6.106	3	Diff	address2.mpg	bone2.mpg	1829	8	8	1
44.164	6.59	2	Loc	funny.mpg	cute.mpg	2123	7	7	1
50.754	6.089	6	PercN	nose2.mpg	shoulders2.mpg	1693	8	8	1
56.843	6.106	1	HS	challenge2.mpg	meet2.mpg	3547	8	7	0
62.949	6.09	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1330	7	7	1
69.039	5.589	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1488	8	8	1
74.628	6.106	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1931	7	7	1
80.734	6.59	3	Diff	bored.mpg	experience.mpg	2593	8	8	1
87.324	5.589	5	PercY	shoulders.mpg	shoulders.mpg	2107	7	7	1
92.913	6.106	3	Diff	hour2.mpg	cracker2.mpg	1870	8	8	1
99.019	6.089	3	Diff	snob.mpg	aunt.mpg	2796	8	8	1
105.108	5.589	6	PercN	shoulders2.mpg	hair2.mpg	2274	8	8	1
110.697	5.606	3	Diff	encourage2.mpg	president2.mpg	1709	8	8	1
116.303	5.589	6	PercN	shoulders.mpg	nose.mpg	1584	8	8	1
121.892	6.089	3	Diff	mouse.mpg	dentist.mpg	1899	8	8	1
127.981	5.606	3	Diff	doctor.mpg	children.mpg	2785	8	8	1
133.587	6.59	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1028	7	7	1
140.177	6.59	5	PercY	hair2.mpg	hair2.mpg	1574	7	7	1
146.767	5.605	1	HS	meat2.mpg	earth2.mpg	2392	7	7	1
152.372	6.59	1	HS	dry2.mpg	experienced2.mpg	1914	7	7	1
158.962	6.089	2	Loc	mad.mpg	tiger.mpg	2085	8	7	0
165.051	6.107	5	PercY	nose2.mpg	nose2.mpg	1771	7	7	1
171.158	5.589	5	PercY	shoulders2.mpg	shoulders2.mpg	1641	7	7	1
176.747	6.089	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1964	8	8	1
182.836	5.606	2	Loc	sock2.mpg	star2.mpg	3698		7	0
188.442	5.588	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1021	8	8	1
194.03	6.59	1	HS	convince.mpg	hit.mpg	1800	7	7	1
200.62	6.106	6	PercN	nose.mpg	hair.mpg	1754	8	8	1
206.726	6.59	2	Loc	general2.mpg	open-minded2.mpg	3664	7	7	1
213.316	6.59	3	Diff	upset2.mpg	angry-mad2.mpg	1978	8	8	1
219.906	6.607	3	Diff	surprise2.mpg	flower2.mpg	2828	8	8	1
226.513	6.59	5	PercY	hair.mpg	hair.mpg	4574	7	7	1
233.103	6.59	6	PercN	hair2.mpg	nose2.mpg	1568	8	8	1
239.693	6.606	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1898	7	7	1
246.299	6.09	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	844	8	8	1
252.389	5.589	1	HS	contact.mpg	game.mpg	2074	7	7	1
257.978	5.605	3	Diff	newspaper.mpg	wood.mpg	2029	8	8	1
263.583	5.589	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1495	7	7	1
269.172	5.589	3	Diff	know2.mpg	look-for2.mpg	1978	8	8	1
274.761	6.607	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1541	8	8	1
281.368	6.59	6	PercN	hair.mpg	shoulders.mpg	1783	8	8	1
287.958	5.622	2	Loc	summer2.mpg	ugly2.mpg	1801	7	7	1
