onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.489	6.216	1	PicY	Sem/train.bmp	Sem/track.bmp	1069	7	7	1
7.705	5.2	1	PicY	Sem/key.bmp	Sem/lock.bmp	638	7	7	1
12.905	5.7	3	PicN	Sem/harp.bmp	Sem/corn.bmp	1294	8	8	1
18.605	5.216	5	PercY	Sem/perc_shoe_brown.bmp	Sem/perc_shoe_brown.bmp	1339	7	7	1
23.821	5.2	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1090	7	7	1
29.021	6.199	3	PicN	Sem/skunk.bmp	Sem/scoop.bmp	2075	8	8	1
35.22	6.216	1	PicY	Sem/plate.bmp	Sem/cup.bmp	1274	7	7	1
41.436	5.7	6	PercN	Sem/perc_hatch_brown.bmp	Sem/perc_crab_pink.bmp	1355	8	8	1
47.136	6.2	3	PicN	Sem/cane.bmp	Sem/bounce.bmp	1999	8	8	1
53.336	5.199	3	PicN	Sem/wave.bmp	Sem/boot.bmp	1759	8	8	1
58.535	6.217	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1520	8	8	1
64.752	5.199	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1375	8	8	1
69.951	5.7	1	PicY	Sem/king.bmp	Sem/queen.bmp	1112	7	7	1
75.651	5.216	1	PicY	Sem/shoe.bmp	Sem/sock.bmp	1340	7	7	1
80.867	6.2	5	PercY	Sem/perc_light_white.bmp	Sem/perc_light_white.bmp	1428	7	7	1
87.067	5.2	6	PercN	Sem/perc_pour_white.bmp	Sem/perc_mop_pink.bmp	1132	8	8	1
92.267	5.199	3	PicN	Sem/pour.bmp	Sem/crab.bmp	1437	8	8	1
97.466	5.716	1	PicY	Sem/break.bmp	Sem/fix.bmp	1436	7	7	1
103.182	5.7	5	PercY	Sem/perc_rope_pink.bmp	Sem/perc_rope_pink.bmp	1089	7	7	1
108.882	5.2	3	PicN	Sem/bomb.bmp	Sem/nail.bmp	1125	8	8	1
114.082	6.216	6	PercN	Sem/perc_boy_white.bmp	Sem/perc_king_brown.bmp	1165	8	8	1
120.298	6.2	3	PicN	Sem/hat.bmp	Sem/fire.bmp	1349	8	8	1
126.498	5.216	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1341	8	8	1
131.714	6.2	1	PicY	Sem/leaf.bmp	Sem/tree.bmp	710	7	7	1
137.914	5.699	3	PicN	Sem/safe.bmp	Sem/drip.bmp	1253	8	8	1
143.613	5.7	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1098	7	7	1
149.313	6.216	5	PercY	Sem/perc_scoop_brown.bmp	Sem/perc_scoop_brown.bmp	1038	7	7	1
155.529	5.7	6	PercN	Sem/perc_queen_pink.bmp	Sem/perc_key_brown.bmp	1182	8	8	1
161.229	5.716	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	2194	8	8	1
166.945	5.183	1	PicY	Sem/shirt.bmp	Sem/tie.bmp	951	7	7	1
172.128	5.716	1	PicY	Sem/light.bmp	Sem/bulb.bmp	1414	7	7	1
177.844	5.2	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1291	7	7	1
183.044	6.2	6	PercN	Sem/perc_pants_pink.bmp	Sem/perc_priest_white.bmp	1220	8	8	1
189.244	5.216	3	PicN	Sem/priest.bmp	Sem/float.bmp	1243	8	8	1
194.46	5.7	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	2091	8	8	1
200.16	6.199	1	PicY	Sem/girl.bmp	Sem/boy.bmp	1463	7	7	1
206.359	6.216	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1224	7	7	1
212.575	5.2	6	PercN	Sem/perc_cup_brown.bmp	Sem/perc_book_white.bmp	1304	8	8	1
217.775	5.2	1	PicY	Sem/truck.bmp	Sem/car.bmp	968	7	7	1
222.975	5.699	3	PicN	Sem/sweat.bmp	Sem/book.bmp	1344	8	8	1
228.674	5.717	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1109	7	7	1
234.391	6.199	3	PicN	Sem/hatch.bmp	Sem/deer.bmp	1192	7	8	0
240.59	5.7	1	PicY	Sem/mop.bmp	Sem/broom.bmp	1625	7	7	1
246.29	5.716	5	PercY	Sem/perc_truck_pink.bmp	Sem/perc_truck_pink.bmp	1181	7	7	1
252.006	6.2	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1241	7	7	1
258.206	5.2	5	PercY	Sem/perc_deer_white.bmp	Sem/perc_deer_white.bmp	1233	7	7	1
263.406	6.216	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1681	8	8	1
269.622	5.216	3	PicN	Sem/pants.bmp	Sem/rope.bmp	1497	8	8	1
