onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.509	6.6	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1507	7	7	1
8.109	6.599	2	Loc	year2.mpg	bicycle2.mpg	2268	7	7	1
14.708	5.583	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1605	8	8	1
20.291	6.099	3	Diff	lipstick2.mpg	boy2.mpg	1766	8	8	1
26.39	6.599	3	Diff	war.mpg	family.mpg	2499	7	8	0
32.989	6.599	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1699	8	8	1
39.588	5.582	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1677	7	7	1
45.17	5.6	1	HS	chocolate.mpg	island.mpg	1822	7	7	1
50.77	6.599	3	Diff	improve.mpg	help.mpg	1910	7	8	0
57.369	5.599	6	PercN	shoulders2.mpg	hair2.mpg	1783	8	8	1
62.968	6.083	2	Loc	wolf2.mpg	white2.mpg	2169	7	7	1
69.051	6.099	3	Diff	gang.mpg	religion.mpg	1941	8	8	1
75.15	5.599	3	Diff	believe2.mpg	rock2.mpg	1898	8	8	1
80.749	6.083	3	Diff	cat2.mpg	clown2.mpg	1939	7	8	0
86.832	6.599	1	HS	potato.mpg	church.mpg	2272	7	7	1
93.431	6.099	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1745	7	7	1
99.53	6.099	2	Loc	fine.mpg	mother.mpg	2342	7	7	1
105.629	6.583	5	PercY	hair.mpg	hair.mpg	1803	7	7	1
112.212	5.616	3	Diff	shy.mpg	twin.mpg	2100	8	8	1
117.828	6.099	6	PercN	nose.mpg	hair.mpg	1692	8	8	1
123.927	6.583	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1626	7	7	1
130.51	5.582	1	HS	long2.mpg	sheep2.mpg	1667	7	7	1
136.092	5.599	3	Diff	kid.mpg	wonder.mpg	1836	8	8	1
141.691	6.1	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1709	8	8	1
147.791	6.599	5	PercY	hair2.mpg	hair2.mpg	1889	7	7	1
154.39	5.583	7	FixY	Gen/_Fix_Red.mpg	Gen/_Fix_Red.mpg	1722	7	7	1
159.973	5.599	5	PercY	shoulders2.mpg	shoulders2.mpg	1612	7	7	1
165.572	6.099	3	Diff	understand.mpg	guess.mpg	1932	7	8	0
171.671	6.599	2	Loc	houston.mpg	uncle.mpg	2041	8	7	0
178.27	6.583	3	Diff	tired2.mpg	charge-card2.mpg	1682	8	8	1
184.853	6.599	6	PercN	hair2.mpg	nose2.mpg	1652	8	8	1
191.452	6.599	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1540	8	8	1
198.051	6.099	5	PercY	nose.mpg	nose.mpg	1693	7	7	1
204.15	6.083	7	FixY	Gen/_Fix_Green.mpg	Gen/_Fix_Green.mpg	1866	7	7	1
210.233	6.099	5	PercY	nose2.mpg	nose2.mpg	1399	7	7	1
216.332	5.599	8	FixN	Gen/_Fix_Red.mpg	Gen/_Fix_Green.mpg	1692	8	8	1
221.931	6.099	6	PercN	nose2.mpg	shoulders2.mpg	1661	8	8	1
228.03	5.583	6	PercN	shoulders.mpg	nose.mpg	1738	8	8	1
233.613	5.599	3	Diff	hearing2.mpg	puzzled2.mpg	2147	8	8	1
239.212	5.616	5	PercY	shoulders.mpg	shoulders.mpg	1812	7	7	1
244.828	6.599	6	PercN	hair.mpg	shoulders.mpg	1684	8	8	1
251.427	6.066	1	HS	thank.mpg	tell.mpg	1805	7	7	1
257.493	6.1	8	FixN	Gen/_Fix_Green.mpg	Gen/_Fix_Red.mpg	1659	8	8	1
263.593	6.599	3	Diff	europe2.mpg	grass2.mpg	1832	7	8	0
270.192	6.599	1	HS	last2.mpg	can't2.mpg	1864	7	7	1
276.791	5.583	2	Loc	boss2.mpg	complain2.mpg	2017	8	7	0
282.374	6.099	1	HS	spider2.mpg	slave2.mpg	1995	7	7	1
288.473	5.132	2	Loc	not-know.mpg	bad.mpg	1711	7	7	1
