onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.517	5.8	6	PercN	_F3_f4.bmp	_F2_d4.bmp	1235	8	8	1
7.317	5.799	2	OnPy	T3_fall.bmp	T1_crawl.bmp	2499	7	7	1
13.116	4.799	4	OnPn	T3_gross.bmp	T1_post.bmp	748	8	8	1
17.915	4.8	2	OnPy	T3_tense.bmp	T0_fence.bmp	2005	7	7	1
22.715	5.316	2	OnPy	T3_soup.bmp	T1_loop.bmp	1045	8	7	0
28.031	5.299	6	PercN	_F3_e4.bmp	_F0_s4.bmp	953	8	8	1
33.33	4.816	6	PercN	_F3_b4.bmp	_F0_f4.bmp	1062	8	8	1
38.146	5.299	4	OnPn	T3_pool.bmp	T2_tooth.bmp	1622	7	8	0
43.445	5.783	4	OnPn	T3_both.bmp	T2_stroke.bmp	2811	8	8	1
49.228	4.816	1	OyPy	T3_quart.bmp	T1_wart.bmp	1796	7	7	1
54.044	5.299	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	3803	n/a	7	n/a
59.343	5.3	5	PercY	_F3_d4.bmp	_F0_d4.bmp	697	7	7	1
64.643	5.799	5	PercY	_F3_e4.bmp	_F2_e4.bmp	973	7	7	1
70.442	4.799	3	OyPn	T3_smooth.bmp	T0_tooth.bmp	3302	n/a	8	n/a
75.241	4.816	2	OnPy	T3_stool.bmp	T1_rule.bmp	1471	7	7	1
80.057	5.3	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	3803	n/a	8	n/a
85.357	5.299	4	OnPn	T3_flight.bmp	T0_threat.bmp	1412	7	8	0
90.656	5.299	2	OnPy	T3_bluff.bmp	T2_tough.bmp	3803	n/a	7	n/a
95.955	5.816	6	PercN	_F3_s4.bmp	_F1_e4.bmp	3333	8	8	1
101.771	5.799	2	OnPy	T3_halt.bmp	T0_fault.bmp	1045	7	7	1
107.57	4.8	4	OnPn	T3_dried.bmp	T1_stood.bmp	2518	8	8	1
112.37	4.799	1	OyPy	T3_brow.bmp	T2_cow.bmp	3302	n/a	7	n/a
117.169	5.799	1	OyPy	T3_goat.bmp	T1_float.bmp	1111	7	7	1
122.968	4.8	1	OyPy	T3_glide.bmp	T2_bride.bmp	1032	8	7	0
127.768	5.316	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	3803	n/a	7	n/a
133.084	4.799	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	3302	n/a	8	n/a
137.883	5.799	3	OyPn	T3_plead.bmp	T2_spread.bmp	3501	8	8	1
143.682	4.8	5	PercY	_F3_d6.bmp	_F1_d6.bmp	870	7	7	1
148.482	5.299	2	OnPy	T3_roast.bmp	T2_ghost.bmp	3803	n/a	7	n/a
153.781	4.816	5	PercY	_F3_e6.bmp	_F2_e6.bmp	1779	7	7	1
158.597	5.799	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	4303	n/a	8	n/a
164.396	5.816	2	OnPy	T3_odd.bmp	T0_rod.bmp	1204	8	7	0
170.212	5.3	1	OyPy	T3_spoon.bmp	T1_noon.bmp	3803	n/a	7	n/a
