onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.491	5.8	6	PercN	_F3_f4.bmp	_F2_d4.bmp	1125	8	8	1
7.291	5.816	2	OnPy	T3_fall.bmp	T1_crawl.bmp	1109	7	7	1
13.107	4.8	4	OnPn	T3_gross.bmp	T1_post.bmp	2845	8	8	1
17.907	4.8	2	OnPy	T3_tense.bmp	T0_fence.bmp	1061	7	7	1
22.707	5.299	2	OnPy	T3_soup.bmp	T1_loop.bmp	1085	7	7	1
28.006	5.3	6	PercN	_F3_e4.bmp	_F0_s4.bmp	1026	8	8	1
33.306	4.8	6	PercN	_F3_b4.bmp	_F0_f4.bmp	870	8	8	1
38.106	5.316	4	OnPn	T3_pool.bmp	T2_tooth.bmp	934	8	8	1
43.422	5.8	4	OnPn	T3_both.bmp	T2_stroke.bmp	1058	8	8	1
49.222	4.799	1	OyPy	T3_quart.bmp	T1_wart.bmp	1026	7	7	1
54.021	5.3	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1803	7	7	1
59.321	5.3	5	PercY	_F3_d4.bmp	_F0_d4.bmp	1623	7	7	1
64.621	5.816	5	PercY	_F3_e4.bmp	_F2_e4.bmp	699	7	7	1
70.437	4.8	3	OyPn	T3_smooth.bmp	T0_tooth.bmp	1947	8	8	1
75.237	4.799	2	OnPy	T3_stool.bmp	T1_rule.bmp	1203	7	7	1
80.036	5.3	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1188	8	8	1
85.336	5.3	4	OnPn	T3_flight.bmp	T0_threat.bmp	1456	8	8	1
90.636	5.299	2	OnPy	T3_bluff.bmp	T2_tough.bmp	1044	7	7	1
95.935	5.817	6	PercN	_F3_s4.bmp	_F1_e4.bmp	1161	8	8	1
101.752	5.799	2	OnPy	T3_halt.bmp	T0_fault.bmp	1000	7	7	1
107.551	4.8	4	OnPn	T3_dried.bmp	T1_stood.bmp	1433	8	8	1
112.351	4.8	1	OyPy	T3_brow.bmp	T2_cow.bmp	1185	7	7	1
117.151	5.799	1	OyPy	T3_goat.bmp	T1_float.bmp	1081	7	7	1
122.95	4.817	1	OyPy	T3_glide.bmp	T2_bride.bmp	1618	7	7	1
127.767	5.299	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1233	7	7	1
133.066	4.817	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1757	8	8	1
137.883	5.783	3	OyPn	T3_plead.bmp	T2_spread.bmp	1470	8	8	1
143.666	4.799	5	PercY	_F3_d6.bmp	_F1_d6.bmp	1054	7	7	1
148.465	5.3	2	OnPy	T3_roast.bmp	T2_ghost.bmp	1175	7	7	1
153.765	4.816	5	PercY	_F3_e6.bmp	_F2_e6.bmp	795	7	7	1
158.581	5.8	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	971	8	8	1
164.381	5.8	2	OnPy	T3_odd.bmp	T0_rod.bmp	1083	7	7	1
170.181	5.299	1	OyPy	T3_spoon.bmp	T1_noon.bmp	836	7	7	1
175.48	5.8	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1152	7	7	1
181.28	4.8	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1032	7	7	1
186.08	4.816	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1281	7	7	1
190.896	5.8	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1168	8	8	1
196.696	4.799	3	OyPn	T3_breath.bmp	T0_wreath.bmp	1705	8	8	1
201.495	5.3	1	OyPy	T3_neat.bmp	T2_wheat.bmp	977	7	7	1
206.795	5.8	3	OyPn	T3_mouth.bmp	T1_youth.bmp	1101	8	8	1
212.595	5.816	1	OyPy	T3_toss.bmp	T0_moss.bmp	1094	7	7	1
218.411	5.299	5	PercY	_F3_f6.bmp	_F1_f6.bmp	1093	7	7	1
