onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.508	5.7	1	PicY	Eng/vase.bmp	Eng/chase.bmp	1396	7	7	1
7.208	5.199	1	PicY	Eng/bell.bmp	Eng/well.bmp	1761	7	7	1
12.407	5.699	3	PicN	Eng/mask.bmp	Eng/swing.bmp	1441	8	8	1
18.106	5.216	5	PercY	Eng/perc_mask_white.bmp	Eng/perc_mask_white.bmp	1798	7	7	1
23.322	5.199	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1326	7	7	1
28.521	5.2	3	PicN	Eng/surf.bmp	Eng/plug.bmp	1511	8	8	1
33.721	6.199	1	PicY	Eng/snake.bmp	Eng/cake.bmp	1303	7	7	1
39.92	5.716	6	PercN	Eng/perc_crawl_white.bmp	Eng/perc_smell_pink.bmp	1407	8	8	1
45.636	5.216	3	PicN	Eng/tent.bmp	Eng/sit.bmp	2068	8	8	1
50.852	6.199	3	PicN	Eng/bus.bmp	Eng/crawl.bmp	2508	8	8	1
57.051	5.716	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1565	8	8	1
62.767	5.699	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1289	8	8	1
68.466	6.2	1	PicY	Eng/nose.bmp	Eng/hose.bmp	1254	7	7	1
74.666	5.716	1	PicY	Eng/steal.bmp	Eng/seal.bmp	1470	7	7	1
80.382	6.199	5	PercY	Eng/perc_seal_pink.bmp	Eng/perc_seal_pink.bmp	1339	7	7	1
86.581	6.199	6	PercN	Eng/perc_nose_white.bmp	Eng/perc_fan_brown.bmp	1443	8	8	1
92.78	5.716	3	PicN	Eng/weigh.bmp	Eng/drink.bmp	2028	8	8	1
98.496	5.199	1	PicY	Eng/man.bmp	Eng/fan.bmp	2160	7	7	1
103.695	5.7	5	PercY	Eng/perc_bus_pink.bmp	Eng/perc_bus_pink.bmp	1289	7	7	1
109.395	5.216	3	PicN	Eng/smoke.bmp	Eng/frog.bmp	2061	7	8	0
114.611	5.199	6	PercN	Eng/perc_frog_brown.bmp	Eng/perc_beard_white.bmp	1782	8	8	1
119.81	5.699	3	PicN	Eng/beard.bmp	Eng/sleep.bmp	2574	8	8	1
125.509	5.216	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1331	8	8	1
130.725	6.183	1	PicY	Eng/purse.bmp	Eng/nurse.bmp	3003	8	7	0
136.908	6.199	3	PicN	Eng/peel.bmp	Eng/smell.bmp	1645	8	8	1
143.107	5.716	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1381	7	7	1
148.823	6.199	5	PercY	Eng/perc_play_white.bmp	Eng/perc_play_white.bmp	1337	7	7	1
155.022	6.199	6	PercN	Eng/perc_paint_pink.bmp	Eng/perc_duck_white.bmp	1410	8	8	1
161.221	6.216	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1499	8	8	1
167.437	5.699	1	PicY	Eng/play.bmp	Eng/pray.bmp	1443	7	7	1
173.136	5.716	1	PicY	Eng/sink.bmp	Eng/wink.bmp	1408	7	7	1
178.852	5.716	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1396	7	7	1
184.568	5.699	6	PercN	Eng/perc_pray_brown.bmp	Eng/perc_steal_pink.bmp	1224	8	8	1
190.267	5.2	3	PicN	Eng/stool.bmp	Eng/pan.bmp	1581	8	8	1
195.467	5.216	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1429	8	8	1
200.683	5.199	1	PicY	Eng/ring.bmp	Eng/sing.bmp	1437	7	7	1
205.882	6.199	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1454	7	7	1
212.081	5.216	6	PercN	Eng/perc_man_pink.bmp	Eng/perc_saw_brown.bmp	1415	8	8	1
217.297	5.2	1	PicY	Eng/suck.bmp	Eng/duck.bmp	1935	7	7	1
222.497	5.699	3	PicN	Eng/bed.bmp	Eng/sweep.bmp	1808	8	8	1
228.196	6.216	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1412	7	7	1
234.412	6.199	3	PicN	Eng/saw.bmp	Eng/drum.bmp	1708	8	8	1
240.611	6.199	1	PicY	Eng/pig.bmp	Eng/wig.bmp	2125	7	7	1
246.81	5.716	5	PercY	Eng/perc_well_brown.bmp	Eng/perc_well_brown.bmp	1294	7	7	1
252.526	5.199	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1330	7	7	1
257.725	5.2	5	PercY	Eng/perc_look_brown.bmp	Eng/perc_look_brown.bmp	1379	7	7	1
262.925	6.182	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	1323	8	8	1
269.107	5.716	3	PicN	Eng/paint.bmp	Eng/look.bmp	2476	8	8	1
